Gene Symbol,Differential Expression,Whole-Gene ID,Chromosome,Genomic Coordinates,Whole Gene P-value,Whole Gene Correlation with LSI,Isoform ID,Isoform P-value,Isoform Correlation with LSI,Known Stress Gene?
ERI1,Isoform-Only,ENST00000519292.1,chr8,8860354-8890848,NA,NA,ENST00000519292.1,0.002280425,-0.6450536,FALSE
TP53INP1,Whole-Gene-Only,ENSG00000164938.9,chr8,95938200-95961639,0.039113666,0.4736945,NA,NA,NA,FALSE
XPA,Both,ENSG00000136936.6,chr9,100437191-100459639,0.035872632,-0.4992731,ENST00000375128.4,0.007378316,-0.6176773,TRUE
FOXE1,Isoform-Only,ENST00000375123.3,chr9,100615536-100618986,NA,NA,ENST00000375123.3,0.045470123,-0.4743998,TRUE
GALNT12,Whole-Gene-Only,ENSG00000119514.5,chr9,101569981-101612363,0.022529877,-0.5089691,NA,NA,NA,FALSE
MSANTD3,Whole-Gene-Only,ENSG00000066697.10,chr9,103189438-103213511,0.023004366,-0.4830859,NA,NA,NA,FALSE
MTND3P4,Whole-Gene-Only,ENSG00000230302.2,chr9,104555736-104556038,0.045700059,-0.4519949,NA,NA,NA,FALSE
KLF4,Whole-Gene-Only,ENSG00000136826.10,chr9,110247133-110252763,0.038715195,-0.4836834,NA,NA,NA,TRUE
PTPN3,Whole-Gene-Only,ENSG00000070159.9,chr9,112137746-112260590,0.036995927,-0.4726147,NA,NA,NA,TRUE
AKAP2,Both,ENSG00000241978.5,chr9,112542769-112934792,0.020767309,-0.5320284,ENST00000374525.1,0.019591919,-0.566954,FALSE
PTGR1,Isoform-Only,ENST00000309195.5,chr9,114325247-114361687,NA,NA,ENST00000309195.5,0.036226304,-0.4907272,FALSE
C9orf84,Whole-Gene-Only,ENSG00000165181.12,chr9,114448453-114557288,0.001268653,0.662522,NA,NA,NA,FALSE
FKBP15,Isoform-Only,ENST00000238256.3,chr9,115927800-115983641,NA,NA,ENST00000238256.3,0.00786546,-0.5430812,FALSE
RGS3,Whole-Gene-Only,ENSG00000138835.18,chr9,116207011-116360018,0.020432552,0.5249973,NA,NA,NA,FALSE
ORM1,Both,ENSG00000229314.4,chr9,117085336-117088755,0.011009664,0.5324387,ENST00000259396.8,0.035764634,0.4488472,FALSE
AKNA,Isoform-Only,ENST00000374075.5,chr9,117098445-117139915,NA,NA,ENST00000374075.5,0.019919631,0.5261002,FALSE
CBWD1,Isoform-Only,ENST00000475411.1,chr9,121971-149446,NA,NA,ENST00000475411.1,0.038694245,0.5242174,FALSE
MEGF9,Isoform-Only,ENST00000426959.1,chr9,123363091-123476612,NA,NA,ENST00000426959.1,0.032767026,-0.478887,FALSE
MEGF9,Isoform-Only,ENST00000373930.3,chr9,123363091-123476748,NA,NA,ENST00000373930.3,0.043047322,0.4660291,FALSE
PSMD5-AS1,Both,ENSG00000226752.3,chr9,123587106-123616651,0.023326256,0.5134402,ENST00000447891.1,0.03715268,0.4998215,FALSE
NDUFA8,Both,ENSG00000119421.5,chr9,124894745-124922098,0.043958705,-0.4647032,ENST00000373768.3,0.038990718,-0.4982924,TRUE
SLC25A25,Isoform-Only,ENST00000433501.1,chr9,130860836-130871524,NA,NA,ENST00000433501.1,0.027501492,-0.4757596,FALSE
RP11-395P17.3,Whole-Gene-Only,ENSG00000234771.2,chr9,130873450-130881013,0.049032763,-0.491355,NA,NA,NA,FALSE
LCN2,Isoform-Only,ENST00000487719.1,chr9,130911751-130912888,NA,NA,ENST00000487719.1,0.014216494,-0.5221731,FALSE
CIZ1,Whole-Gene-Only,ENSG00000148337.15,chr9,130928343-130966662,0.043222062,-0.5389506,NA,NA,NA,FALSE
COQ4,Isoform-Only,ENST00000300452.3,chr9,131084815-131096351,NA,NA,ENST00000300452.3,0.006751762,-0.62172,FALSE
TMSB4XP4,Whole-Gene-Only,ENSG00000223551.1,chr9,131104432-131105049,0.040550596,0.4733821,NA,NA,NA,FALSE
PTGES,Both,ENSG00000148344.10,chr9,132500610-132515326,0.026154591,-0.4817984,ENST00000340607.4,0.04116316,-0.4699244,TRUE
AL590369.1,Isoform-Only,ENST00000435588.2,chr9,132500629-132501902,NA,NA,ENST00000435588.2,0.04856465,-0.451099,FALSE
GPR107,Isoform-Only,ENST00000372410.3,chr9,132815985-132902448,NA,NA,ENST00000372410.3,0.001170057,-0.7012906,FALSE
FAM78A,Both,ENSG00000126882.8,chr9,134133463-134151934,0.01240301,0.5723733,ENST00000372269.3,0.043770205,0.4929661,FALSE
TTF1,Whole-Gene-Only,ENSG00000125482.8,chr9,135251008-135282209,0.049650653,-0.5122522,NA,NA,NA,FALSE
RALGDS,Both,ENSG00000160271.10,chr9,135973107-136039301,0.013447262,-0.6155505,ENST00000482648.1,0.011806312,-0.5589456,TRUE
RALGDS,Both,ENSG00000160271.10,chr9,135973107-136039301,0.013447262,-0.6155505,ENST00000493438.1,0.007385013,-0.5927638,TRUE
NACC2,Whole-Gene-Only,ENSG00000148411.3,chr9,138898383-138987131,0.025723056,0.565043,NA,NA,NA,FALSE
PHPT1,Isoform-Only,ENST00000497413.1,chr9,139743878-139745479,NA,NA,ENST00000497413.1,0.044908831,-0.4579199,FALSE
C9orf139,Both,ENSG00000180539.4,chr9,139921916-139931234,0.006374148,0.5885577,ENST00000314330.2,0.018272264,0.5455762,FALSE
TMEM203,Both,ENSG00000187713.5,chr9,140098534-140100090,0.030786686,-0.5043055,ENST00000343666.5,0.015489881,-0.5984818,FALSE
PLIN2,Both,ENSG00000147872.5,chr9,19108373-19149288,0.004250634,-0.615101,ENST00000276914.2,0.013611592,-0.565023,FALSE
CAAP1,Whole-Gene-Only,ENSG00000120159.7,chr9,26840683-26892802,0.000898595,-0.6242905,NA,NA,NA,FALSE
TOPORS-AS1,Whole-Gene-Only,ENSG00000235453.3,chr9,32551142-32567003,0.042672988,0.5048817,NA,NA,NA,FALSE
BAG1,Isoform-Only,ENST00000379707.2,chr9,33255047-33264675,NA,NA,ENST00000379707.2,0.007496273,-0.6024868,TRUE
AQP3,Whole-Gene-Only,ENSG00000165272.10,chr9,33441152-33447609,0.04511368,-0.4884515,NA,NA,NA,TRUE
IL11RA,Whole-Gene-Only,ENSG00000137070.13,chr9,34650699-34661889,0.033164477,0.4841948,NA,NA,NA,FALSE
VCP,Isoform-Only,ENST00000479300.1,chr9,35059058-35059889,NA,NA,ENST00000479300.1,0.00527174,-0.5771571,TRUE
FAM214B,Whole-Gene-Only,ENSG00000005238.15,chr9,35104109-35116338,0.028885201,0.5459507,NA,NA,NA,FALSE
ZBTB5,Both,ENSG00000168795.4,chr9,37438111-37465396,0.009705099,-0.5749874,ENST00000307750.4,0.014653751,-0.5674504,FALSE
MTND1P11,Whole-Gene-Only,ENSG00000228166.1,chr9,5094139-5095014,0.038914091,-0.480104,NA,NA,NA,FALSE
CBWD3,Whole-Gene-Only,ENSG00000196873.11,chr9,70856397-70914929,0.027972426,0.4928388,NA,NA,NA,FALSE
RASEF,Whole-Gene-Only,ENSG00000165105.9,chr9,85594500-85678092,0.048998185,-0.4421559,NA,NA,NA,FALSE
HNRNPK,Isoform-Only,ENST00000481820.2,chr9,86584411-86586209,NA,NA,ENST00000481820.2,0.044449865,-0.5284349,FALSE
CTSL,Both,ENSG00000135047.10,chr9,90340434-90346308,0.028216257,-0.4387455,ENST00000340342.6,0.048501912,-0.4293896,TRUE
SPIN1,Both,ENSG00000106723.12,chr9,91003334-91093609,0.009078568,-0.5852273,ENST00000375859.3,0.01481132,-0.5791077,FALSE
SEMA4D,Isoform-Only,ENST00000492386.1,chr9,91975706-91992197,NA,NA,ENST00000492386.1,0.021650249,0.5229147,FALSE
NFIL3,Both,ENSG00000165030.3,chr9,94171327-94186144,0.016273754,0.6335994,ENST00000297689.3,0.032602909,0.6628328,TRUE
IPPK,Isoform-Only,ENST00000287996.3,chr9,95375466-95432547,NA,NA,ENST00000287996.3,0.014456724,-0.5357739,FALSE
SUSD3,Whole-Gene-Only,ENSG00000157303.6,chr9,95820989-95847420,0.036601607,0.4775531,NA,NA,NA,FALSE
AAED1,Whole-Gene-Only,ENSG00000158122.7,chr9,99401859-99417585,0.026551777,-0.5125227,NA,NA,NA,FALSE
MTND1P32,Both,ENSG00000232282.1,chrX,102040595-102041532,0.02876012,-0.4718201,ENST00000433043.1,0.031817855,-0.4968572,FALSE
BEX4,Isoform-Only,ENST00000372691.3,chrX,102470052-102472027,NA,NA,ENST00000372691.3,0.02032845,-0.4884976,FALSE
WBP5,Isoform-Only,ENST00000372661.3,chrX,102611373-102613397,NA,NA,ENST00000372661.3,0.00762653,-0.5780558,FALSE
MORF4L2,Isoform-Only,ENST00000423833.2,chrX,102930433-102941149,NA,NA,ENST00000423833.2,0.039153649,0.4760547,FALSE
TSC22D3,Isoform-Only,ENST00000486554.1,chrX,106957907-106959631,NA,NA,ENST00000486554.1,0.028877643,0.511948,FALSE
ACSL4,Isoform-Only,ENST00000469796.2,chrX,108884566-108976531,NA,NA,ENST00000469796.2,0.029638875,-0.4862497,FALSE
SLC6A14,Both,ENSG00000087916.7,chrX,115567790-115592625,0.013959208,-0.5466432,ENST00000371900.4,0.023055532,-0.542016,FALSE
SLC6A14,Both,ENSG00000087916.7,chrX,115567790-115592625,0.013959208,-0.5466432,ENST00000463626.1,0.001618652,-0.673162,FALSE
SLC25A43,Both,ENSG00000077713.14,chrX,118533023-118588441,0.046546301,-0.4549079,ENST00000217909.7,0.006904103,-0.588372,FALSE
TENM1,Both,ENSG00000009694.9,chrX,123509753-124097666,0.039240474,-0.4457504,ENST00000371130.3,0.044861778,-0.4561666,FALSE
UTP14A,Isoform-Only,ENST00000371042.3,chrX,129047339-129063737,NA,NA,ENST00000371042.3,0.003777283,-0.6227686,FALSE
BCORL1,Whole-Gene-Only,ENSG00000085185.11,chrX,129115083-129192058,0.024007658,0.5139233,NA,NA,NA,FALSE
DDX26B,Whole-Gene-Only,ENSG00000165359.10,chrX,134654584-134716435,0.041649306,0.472362,NA,NA,NA,FALSE
SLC9A6,Isoform-Only,ENST00000370701.1,chrX,135067598-135129298,NA,NA,ENST00000370701.1,0.008262114,-0.5945022,FALSE
VGLL1,Isoform-Only,ENST00000370634.3,chrX,135614311-135638966,NA,NA,ENST00000370634.3,0.029452427,-0.4720513,FALSE
TMEM185A,Isoform-Only,ENST00000513505.2,chrX,148678216-148713402,NA,NA,ENST00000513505.2,0.015719076,-0.5569004,FALSE
SLC6A8,Isoform-Only,ENST00000485324.1,chrX,152957686-152960855,NA,NA,ENST00000485324.1,0.021138227,-0.5275175,FALSE
RPL10,Isoform-Only,ENST00000458500.1,chrX,153626719-153629258,NA,NA,ENST00000458500.1,0.001337638,-0.6876204,FALSE
RP13-228J13.1,Whole-Gene-Only,ENSG00000224216.1,chrX,154564167-154581271,0.036089955,0.4495494,NA,NA,NA,FALSE
TMLHE,Whole-Gene-Only,ENSG00000185973.6,chrX,154719776-154899605,0.038322252,0.494204,NA,NA,NA,FALSE
SPRY3,Whole-Gene-Only,ENSG00000168939.6,chrX,154997474-155012121,0.021638876,0.5191611,NA,NA,NA,FALSE
P2RY8,Whole-Gene-Only,ENSG00000182162.5,chrX,1581465-1656000,0.03584402,0.4965499,NA,NA,NA,FALSE
PHKA2,Whole-Gene-Only,ENSG00000044446.7,chrX,18910418-19002716,0.048894376,0.4869369,NA,NA,NA,FALSE
PRDX4,Whole-Gene-Only,ENSG00000123131.8,chrX,23682379-23704516,0.04931346,-0.4446984,NA,NA,NA,TRUE
CD99,Whole-Gene-Only,ENSG00000002586.13,chrX,2609220-2659350,0.016839334,-0.614952,NA,NA,NA,TRUE
RP13-43E11.1,Whole-Gene-Only,ENSG00000226679.1,chrX,38080644-38082920,0.019180044,0.5245936,NA,NA,NA,FALSE
EFHC2,Whole-Gene-Only,ENSG00000183690.12,chrX,44007128-44202918,0.042786177,0.4658637,NA,NA,NA,FALSE
FTSJ1,Isoform-Only,ENST00000496365.1,chrX,48337426-48344699,NA,NA,ENST00000496365.1,1.74E-05,-0.8282065,FALSE
EBP,Isoform-Only,ENST00000276096.6,chrX,48380187-48387098,NA,NA,ENST00000276096.6,0.028503701,-0.4457842,FALSE
SLC35A2,Both,ENSG00000102100.10,chrX,48760459-48769235,0.005445171,0.6272346,ENST00000376521.1,0.029719666,0.4868562,FALSE
MTND6P12,Both,ENSG00000235039.1,chrX,5086959-5087480,0.005411723,-0.5914482,ENST00000428247.1,0.011042408,-0.5687022,FALSE
RP11-585K14.2,Both,ENSG00000226313.1,chrX,5087553-5088686,0.046695803,-0.43962,ENST00000440559.1,0.039536429,-0.4777005,FALSE
FAM156A,Whole-Gene-Only,ENSG00000182646.12,chrX,52976462-53024651,0.010709769,-0.5561097,NA,NA,NA,FALSE
MTRNR2L10,Both,ENSG00000256045.1,chrX,55207824-55208944,0.030517168,-0.4832483,ENST00000545075.1,0.035391707,-0.4966542,FALSE
RRAGB,Whole-Gene-Only,ENSG00000083750.8,chrX,55744172-55785207,0.045061745,0.4575865,NA,NA,NA,FALSE
RP11-622K12.1,Isoform-Only,ENST00000374922.4,chrX,56755692-56844813,NA,NA,ENST00000374922.4,0.028553227,-0.5173562,FALSE
HDAC8,Whole-Gene-Only,ENSG00000147099.15,chrX,71549366-71792953,0.025716826,-0.5070111,NA,NA,NA,FALSE
P2RY10,Whole-Gene-Only,ENSG00000078589.8,chrX,78200829-78217451,0.01024263,0.5751462,NA,NA,NA,FALSE
SYTL4,Both,ENSG00000102362.11,chrX,99929488-99987110,0.033365505,-0.4752568,ENST00000491602.1,0.049137228,-0.4564372,FALSE
P2RY8,Whole-Gene-Only,ENSGR0000182162.5,chrY,1531465-1606000,0.03584402,0.4965499,NA,NA,NA,FALSE
CD99,Whole-Gene-Only,ENSGR0000002586.13,chrY,2559220-2609350,0.016839334,-0.614952,NA,NA,NA,TRUE
SPRY3,Whole-Gene-Only,ENSGR0000168939.6,chrY,59100480-59115127,0.021638876,0.5191611,NA,NA,NA,FALSE
